age,gender,height,weight,body_fat_percentage,Resting_BPM,active_BPM,Exercise
37,M,171.4,72.8,19.4,95,119,Gymnastics
18,M,177.4,73,16.1,95,121,Pilates
14,M,166.3,76.1,31.7,95,129,Yoga
62,M,177.4,70.4,21.8,95,106,Golf
17,F,166.1,65.2,31.3,95,136,Bowling
13,F,158.2,47,23.2,95,147,Table Tennis
34,F,153.5,45.3,24.7,95,111,Hiking
28,M,165.8,66.8,23.2,95,127,Tai Bo
20,F,164.7,51.7,21.8,95,113,Rock Climbing
17,M,178.2,60.1,10.9,95,130,Weightlifting
58,M,171.4,73.9,20.7,94,107,Horseback Riding
14,M,176,68.1,8,94,113,Bicycle Riding
59,M,168.5,69.8,28.3,94,119,Dodgeball
26,F,160,53.7,25.4,94,123,Football
16,M,171.5,69.1,20.7,94,134,Walking
60,F,155.8,59.3,34.7,94,140,Jogging
33,F,171.1,51.6,22.2,94,125,Treadmill Running
25,F,164.2,54.7,31.4,94,124,Cycling
31,F,171.5,66.9,32.5,94,148,Swimming
18,M,172.6,64.1,16.1,94,112,Dancing
20,M,168.4,67,25.1,94,124,Aerobics
21,M,175.4,85,20,94,115,Gymnastics
18,F,161.3,72.8,39.6,94,148,Pilates
19,F,158.8,53.2,31.5,94,124,Yoga
21,F,170,73.4,38.8,94,122,Golf
28,M,175.4,65.1,14.2,94,109,Bowling
52,F,149.9,51.1,27.4,94,126,Table Tennis
15,M,175.6,99.2,34.3,94,133,Hiking
15,M,168.5,68.2,21,94,126,Tai Bo
18,M,176.1,71.8,16.3,94,123,Rock Climbing
40,F,151.6,55,35.9,94,113,Weightlifting
26,F,170.1,73.8,27.6,94,124,Horseback Riding
40,M,178,68.9,20.1,94,109,Bicycle Riding
18,M,175,69.2,16.9,94,120,Dodgeball
21,M,171.3,62.2,15.6,94,114,Football
19,F,163.5,58.1,23.9,94,119,Walking
49,M,179.6,67.1,13.3,94,110,Jogging
18,M,177.3,68.9,20.7,94,112,Treadmill Running
25,M,171.2,72.6,25.6,94,120,Cycling
22,F,170.2,55.2,29.5,93,121,Swimming
21,M,174,79.5,24.8,93,120,Dancing
64,M,163.8,67,26.8,93,112,Aerobics
62,M,157.1,70.8,34.2,93,115,Gymnastics
21,F,168.7,58.9,31.7,93,79,Pilates
18,M,173.5,65.1,18.8,93,123,Yoga
18,M,170.7,63.3,16.7,93,126,Golf
18,M,182.9,75.3,14.2,93,134,Bowling
20,M,184,110.7,26.6,93,120,Table Tennis
18,M,168.1,85.52,28.7,93,138,Hiking
62,F,161.5,55.5,33.6,93,103,Tai Bo
20,F,164.7,63.4,29.1,93,95,Rock Climbing
18,M,182,103.1,27,93,116,Weightlifting
36,F,160.9,74,43,93,133,Horseback Riding
22,M,175.7,75.2,17.4,93,119,Bicycle Riding
57,M,167.6,66.7,19.3,93,103,Dodgeball
62,M,173,73.4,24.6,92,111,Football
45,M,178.1,84.3,25,92,110,Walking
21,F,168.4,54.1,30.3,92,140,Jogging
31,M,171.1,82.5,23.5,92,102,Treadmill Running
17,F,158.7,57.2,33.7,92,148,Cycling
52,F,149.9,48.7,25.2,92,118,Swimming
18,M,172.4,77.8,27.4,92,108,Dancing
20,M,180.9,80.5,17.1,92,104,Aerobics
45,M,177.7,90,31.8,92,122,Gymnastics
22,M,163.5,75,36,92,117,Pilates
15,M,180.5,70.4,11.8,92,104,Yoga
18,M,169.7,75.7,19.8,92,125,Golf
49,F,150.4,51.6,31.3,92,119,Bowling
25,F,165.2,68.2,22.7,92,101,Table Tennis
37,F,166.1,50.3,22.3,92,117,Hiking
18,M,170.4,77.7,32,92,122,Tai Bo
19,F,158.2,61.5,32.7,92,122,Rock Climbing
40,M,172.6,82.1,26.8,92,115,Weightlifting
24,F,162.3,51.5,28.5,91,120,Horseback Riding
63,F,159,56.7,36.5,91,121,Bicycle Riding
60,M,167.5,83.8,33.6,91,106,Dodgeball
16,M,160.9,84.6,36.3,91,128,Football
18,M,172.5,53.1,8.5,91,101,Walking
20,M,176.8,102.2,37.5,91,143,Jogging
41,M,184.1,88.6,16.8,91,126,Treadmill Running
19,F,158,80.8,47.7,91,130,Cycling
18,M,169.8,82.7,32.6,91,108,Swimming
15,M,173.7,55.1,8.4,91,136,Dancing
23,F,161.8,66.3,38.8,91,123,Aerobics
25,F,157.9,46.3,24,91,121,Gymnastics
32,M,168.9,62.5,25.8,91,121,Pilates
25,M,175.4,76.3,22.6,91,149,Yoga
35,M,177.5,67.2,20.8,91,109,Golf
18,M,176.1,67.6,22.6,90,129,Bowling
18,F,174.5,58.08,26,90,142,Table Tennis
55,F,159,52,34,90,119,Hiking
22,F,164.9,59.9,36,90,126,Tai Bo
24,M,174,81.8,19,90,108,Rock Climbing
25,F,160,55.9,29.7,90,121,Weightlifting
60,M,171.8,67.7,17.4,90,94,Horseback Riding
22,F,164.3,48.7,29,90,110,Bicycle Riding
14,M,178,68.6,17.5,90,101,Dodgeball
25,M,174.6,90.4,28.5,90,123,Football
56,F,155.8,65.9,34.6,90,109,Walking
18,M,177.6,81,21.7,90,123,Jogging
23,F,165.7,48,27,90,145,Treadmill Running
39,M,176.7,69.4,14.7,90,105,Cycling
24,M,175.9,68.1,9.8,90,105,Swimming
26,F,165.5,66.5,33,90,135,Dancing
17,F,170.6,56,22.5,90,135,Aerobics
24,M,172.4,72.6,23.2,90,124,Gymnastics
64,M,171.2,72.3,20.9,90,119,Pilates
18,M,183.5,80.5,16.2,90,108,Yoga
35,M,176.5,83.8,20.7,90,109,Golf
62,F,152.3,42.8,22.1,90,70,Bowling
18,F,156.1,44.9,22.4,90,120,Table Tennis
22,F,162.4,59.3,28,90,127,Hiking
25,F,159.6,50,26.8,90,133,Tai Bo
18,M,175.4,60.1,16.6,90,119,Rock Climbing
49,F,162.6,56,28.8,90,119,Weightlifting
24,M,165.4,68.9,28.2,89,137,Horseback Riding
28,F,168.1,55.9,29.5,89,110,Bicycle Riding
18,M,164.7,56.7,12.7,89,90,Dodgeball
53,F,156.6,65.8,41.5,89,110,Football
22,F,163.9,58.1,31.5,89,111,Walking
57,M,173.9,84.1,29.1,89,112,Jogging
18,M,177.6,89.9,23.5,89,119,Treadmill Running
20,M,173.8,61.2,14.1,89,,Cycling
19,M,167.8,77.5,30.1,89,115,Swimming
28,F,159.9,46.2,19.4,89,50,Dancing
19,M,177.3,73.8,17.8,89,118,Aerobics
17,M,173.1,69.8,17.4,89,115,Gymnastics
60,F,154.2,51.5,35.4,89,122,Pilates
16,M,172.6,58.6,13.1,89,91,Yoga
39,F,159.7,48.2,31.2,89,125,Golf
18,F,151.8,46.7,31.9,89,131,Bowling
15,F,156.2,44.8,17.2,89,122,Table Tennis
25,M,174.7,82.3,30.3,89,128,Hiking
53,F,165.3,58.6,23.2,89,101,Tai Bo
32,M,179.3,72.6,20.9,89,,Rock Climbing
18,M,173.9,63,15.6,89,100,Weightlifting
18,F,164,60.5,35.8,89,133,Horseback Riding
24,M,171,66.6,14,89,120,Bicycle Riding
21,M,164.5,58,14.3,89,105,Dodgeball
35,F,162.1,73.8,36,88,117,Football
31,M,169.1,73.8,19.9,88,103,Walking
62,F,161.3,55.6,29.9,88,117,Jogging
58,F,157.5,57.9,34.8,88,108,Treadmill Running
18,M,177.7,66.1,15,88,108,Cycling
15,M,178.1,90.2,30,88,123,Swimming
18,M,176.3,68.1,14.5,88,117,Dancing
20,M,172.7,77.6,22.5,88,104,Aerobics
18,M,183.9,71.7,9.5,88,91,Gymnastics
18,M,171.5,61.8,16.1,88,116,Pilates
26,F,166.2,64.2,30.6,88,124,Yoga
31,M,176.9,98.4,27.6,88,99,Golf
17,M,173,64.5,16.4,88,112,Bowling
40,M,183.8,80.5,18.9,88,103,Table Tennis
61,M,170.1,72.2,24.5,88,111,Hiking
21,M,168.9,66.3,12,88,,Tai Bo
15,M,152.9,53.5,31.9,88,135,Rock Climbing
58,F,147.3,46,30.7,88,114,Weightlifting
16,M,174.6,88.2,25,88,104,Horseback Riding
35,F,157.4,55.4,34,88,126,Bicycle Riding
62,F,159.4,64,42.3,87,147,Dodgeball
52,F,148,66.7,44.3,87,129,Football
58,M,178.2,87.3,22.3,87,124,Walking
18,F,174.9,76.7,38.3,87,133,Jogging
18,F,160.3,47.6,21.5,87,125,Treadmill Running
43,F,155.6,54.5,35.3,87,124,Cycling
18,M,170.3,73.1,23.5,87,106,Swimming
58,M,169.6,88.5,29.2,87,124,Dancing
13,M,167,52.9,15.3,87,104,Aerobics
31,F,155.7,46.1,18.4,87,109,Gymnastics
57,M,175.7,86,31.3,87,111,Pilates
48,F,158.1,47.8,24.3,87,124,Yoga
18,F,166.3,56.9,26.7,87,125,Golf
24,M,169.6,70.2,23.6,87,117,Bowling
18,M,173.6,68.3,20.6,87,,Table Tennis
22,M,175,70.6,11,87,99,Hiking
62,M,154.7,59.7,27.4,87,117,Tai Bo
18,M,170.6,65.6,17.3,87,118,Rock Climbing
29,F,168,56.8,28.1,87,120,Weightlifting
24,F,170,56,25.7,86,124,Horseback Riding
62,F,151.3,57.6,32.1,86,106,Bicycle Riding
63,M,168.1,70.8,25.3,86,114,Dodgeball
25,F,165.7,59.8,31.1,86,114,Football
63,F,154,55.8,30,86,114,Walking
18,F,159.5,57,29.5,86,143,Jogging
18,F,160.7,59.6,28.7,86,123,Treadmill Running
63,F,161,54.9,32.9,86,116,Cycling
19,M,172.4,68,12,86,98,Swimming
36,M,177.4,82,29,86,108,Dancing
59,M,176.7,73.6,22.4,86,114,Aerobics
14,M,169.9,49.8,11.9,86,110,Gymnastics
53,F,157.6,47.8,22.8,86,123,Pilates
22,F,169.8,66.4,29.7,86,135,Yoga
63,F,154.6,54.7,23.5,86,108,Golf
21,F,161.4,62.6,34.1,86,124,Bowling
27,M,166.3,74.3,20.2,86,100,Table Tennis
54,F,159.5,82.2,40.7,86,127,Hiking
18,F,160.7,51.7,24.8,86,111,Tai Bo
25,F,163.6,44.8,21.3,85,111,Rock Climbing
40,F,169.5,53.5,25.3,85,109,Weightlifting
27,M,178.4,94.2,21.6,85,113,Horseback Riding
64,M,165.4,68.3,21.6,85,118,Bicycle Riding
52,F,160.8,72.6,35.9,85,96,Dodgeball
64,F,152.6,49.9,29.2,85,104,Football
56,F,156.1,65.8,39.8,85,138,Walking
21,M,170.5,59.4,13.2,85,107,Jogging
18,M,170.3,61,5.9,85,126,Treadmill Running
57,F,161.5,61,40.3,85,130,Cycling
20,M,182,72.4,10.6,85,99,Swimming
35,M,168.6,79.9,31.9,85,120,Dancing
43,M,176.1,77.7,19,85,105,Aerobics
53,F,155.5,55.7,27.2,85,126,Gymnastics
20,M,175.3,63.3,15,85,105,Pilates
40,F,165.5,78.5,39.2,85,136,Yoga
25,F,166.3,61.7,30.5,85,95,Golf
45,M,178.3,85.6,20.6,85,111,Bowling
18,F,153.3,54.7,18.5,85,118,Table Tennis
18,M,174.4,75.9,21.7,85,124,Hiking
52,F,155.8,60.8,32,85,125,Tai Bo
25,F,162.4,51.7,31.4,85,120,Rock Climbing
20,M,175.2,80,18.1,85,113,Weightlifting
18,M,178.1,72.1,18.2,85,114,Horseback Riding
30,M,179.3,73,17.5,84,108,Bicycle Riding
26,F,166.3,49.1,25.8,84,118,Dodgeball
18,M,175.5,77.4,14.3,84,95,Football
27,F,160.2,49,28.5,84,122,Walking
61,M,181.9,80.6,15.1,84,103,Jogging
45,M,171.6,84.8,28,84,86,Treadmill Running
17,F,169.9,78,35.3,84,120,Cycling
47,M,170.7,66.9,17.8,84,110,Swimming
15,M,165.2,59.4,12.4,84,126,Dancing
21,M,165.5,57.6,15.6,84,94,Aerobics
18,F,159,55.9,30.7,84,115,Gymnastics
21,M,173.1,62.1,14.4,84,128,Pilates
58,F,158.1,57.1,33.7,84,109,Yoga
19,F,157.2,60.4,31.6,84,126,Golf
26,F,155.5,56.3,35.5,84,117,Bowling
27,M,177.3,83.2,18.9,84,108,Table Tennis
54,F,160,66.3,32.7,84,121,Hiking
19,M,169.2,57.7,11.1,84,125,Tai Bo
59,M,165.4,66.2,24,84,122,Rock Climbing
21,M,170.6,61.7,15.8,84,110,Weightlifting
31,M,172.3,88.3,21.4,84,110,Horseback Riding
39,F,162.3,61.6,32.8,84,121,Bicycle Riding
25,M,182.9,83.1,24.2,83,119,Dodgeball
25,F,165.5,53.8,20.7,83,108,Football
64,M,170,77.8,26.9,83,108,Walking
41,F,163.6,49.3,24.9,83,106,Jogging
49,M,160.5,65,24.8,83,149,Treadmill Running
40,F,158,61.6,37.9,83,116,Cycling
47,F,154.5,60.5,34.5,83,112,Swimming
28,M,178.6,76.5,18,83,100,Dancing
17,M,165.8,61.2,20.6,83,104,Aerobics
22,F,163.4,50.8,30.2,83,109,Gymnastics
50,F,170.5,49.2,23,83,105,Pilates
26,M,168.6,101.6,40,83,115,Yoga
61,M,162.3,65.8,31,83,103,Golf
49,F,161.2,63.9,30.7,83,101,Bowling
64,M,166.9,69,32.2,83,127,Table Tennis
18,M,168.3,90.2,33.3,83,114,Hiking
56,F,159.1,58.6,34.2,83,121,Tai Bo
64,M,164.6,57.1,13,83,102,Rock Climbing
20,M,173.8,73.6,20.2,83,111,Weightlifting
23,M,179.1,79.7,20.7,83,109,Horseback Riding
19,F,156.7,72.2,39.9,83,119,Bicycle Riding
61,M,165,67.9,30.1,82,110,Dodgeball
30,F,153.3,52.5,34.5,82,115,Football
18,M,172,70.9,19.9,82,130,Walking
28,F,162.7,63.4,27.9,82,110,Jogging
18,M,177.1,63.4,16.6,82,108,Treadmill Running
18,M,176,90.3,31.3,82,124,Cycling
18,M,168.5,61.9,12.1,82,117,Swimming
30,M,178.2,70.1,21.1,82,114,Dancing
18,M,174.4,66.84,18.4,82,98,Aerobics
20,M,182.7,82.52,17.5,82,120,Gymnastics
18,M,182.9,75.3,16.1,82,113,Pilates
22,M,173,74.9,19.5,82,106,Yoga
26,F,163.6,53.8,24.8,82,112,Golf
57,F,151.1,54.5,34.6,82,112,Bowling
31,F,164.1,58.6,25.4,82,107,Table Tennis
60,M,164,65.7,30.5,81,103,Hiking
57,F,156,41.3,21.9,81,143,Tai Bo
56,F,159.9,64.6,36.3,81,108,Rock Climbing
31,F,168,59.6,19.87,81,116,Weightlifting
61,M,167.2,68.8,24.9,81,102,Horseback Riding
53,F,159.3,61.3,31.9,81,120,Bicycle Riding
18,F,180,76,28.7,81,110,Dodgeball
28,F,163.5,56.4,32.6,81,116,Football
63,M,172.1,75.1,23.4,81,102,Walking
16,M,172,74.4,23,81,128,Jogging
18,M,179.5,65.5,13.3,81,116,Treadmill Running
62,F,151.1,48.5,26,81,116,Cycling
22,M,178.4,104.48,32.1,81,123,Swimming
18,M,180.9,96.5,18,81,119,Dancing
18,F,161.4,57.4,27.3,81,120,Aerobics
63,F,162.2,61.7,28.4,80,103,Gymnastics
51,F,158.5,57.1,31,80,95,Pilates
21,M,176.1,66.5,12.9,80,108,Yoga
47,F,157.6,49.1,25.9,80,79,Golf
18,F,159.1,54.2,33.2,80,127,Bowling
44,F,160.8,53.5,21.9,80,114,Table Tennis
30,M,172.5,69.8,9.9,80,98,Hiking
18,M,175.1,82.1,21.3,80,112,Tai Bo
57,F,152.9,52,29.8,80,100,Rock Climbing
41,F,155.1,52.6,33.6,80,96,Weightlifting
51,M,181.1,85.4,19.9,80,112,Horseback Riding
39,F,157.2,70.2,37,80,108,Bicycle Riding
20,M,165.7,66.3,20.9,80,105,Dodgeball
22,F,168.1,63.5,34.9,80,106,Football
28,M,166.2,73.5,23.4,80,110,Walking
55,F,152.1,60.5,38.3,80,115,Jogging
62,F,156.9,50.6,32.5,80,124,Treadmill Running
41,F,164.3,62.6,22.4,80,108,Cycling
52,F,155.7,54.4,26.3,80,90,Swimming
30,M,166.6,74.9,23.4,80,101,Dancing
18,M,182.4,78.7,23.6,80,100,Aerobics
18,M,175.8,78.5,20.5,80,100,Gymnastics
42,F,163,67.9,24.4,79,108,Pilates
25,F,167.2,57.4,26.5,79,110,Yoga
49,F,159.3,50.5,23,79,115,Golf
21,M,173.1,67.8,20,79,97,Bowling
27,F,155.7,60.6,34.7,79,133,Table Tennis
45,F,163.8,91,43.3,79,114,Hiking
62,M,164.9,66.9,24.3,79,96,Tai Bo
33,F,153,51,27.3,79,112,Rock Climbing
26,M,172.7,61.3,16.4,79,107,Weightlifting
21,M,189,88.3,17.2,79,116,Horseback Riding
60,F,155.9,70,33.7,79,98,Bicycle Riding
40,F,157.7,61.7,36.8,79,109,Dodgeball
15,M,172.6,68.8,20.9,79,113,Football
59,M,174.7,95.5,33.7,79,113,Walking
20,M,176.4,74,15.5,79,95,Jogging
43,F,160,47.3,18.9,79,114,Treadmill Running
37,F,160.4,60.9,31.8,79,116,Cycling
57,M,170.3,60.5,15.3,79,92,Swimming
22,M,163.1,63.8,20.5,79,98,Dancing
60,F,159.1,62,38.8,78,85,Aerobics
61,F,157.1,55.1,33.5,78,101,Gymnastics
53,F,156,53,23,78,117,Pilates
61,F,151.8,47,32.5,78,99,Yoga
47,F,161.1,58.5,29.2,78,114,Golf
53,F,158.7,56.9,33.1,78,96,Bowling
58,F,155.5,53.8,31.3,78,104,Table Tennis
55,F,156.1,65.7,38.4,78,114,Hiking
18,M,176.8,66.2,13.5,78,117,Tai Bo
62,F,165.9,73.5,37.2,78,130,Rock Climbing
19,M,175.7,50.3,8.9,78,99,Weightlifting
18,M,174.6,91.1,27.5,78,124,Horseback Riding
23,M,169.7,78.6,26.7,78,110,Bicycle Riding
24,F,155,54.5,31.2,78,108,Dodgeball
45,F,174.3,61.7,30.2,78,139,Football
62,M,166.8,68.7,21.8,77,95,Walking
31,M,167.5,71.5,18.6,77,106,Jogging
59,M,165,65.1,21.3,77,95,Treadmill Running
62,M,167.2,68.1,21.6,77,102,Cycling
62,F,142.6,55.8,35.6,77,117,Swimming
18,M,161.9,64.8,16.2,77,95,Dancing
41,F,158.5,50.8,24.9,77,122,Aerobics
44,F,163.8,54.4,19,77,108,Gymnastics
21,F,164.6,50.1,25.9,77,114,Pilates
30,F,156.9,54.8,32.5,77,108,Yoga
18,M,165.3,57.4,13.1,76,100,Golf
18,M,167.6,72.96,18.8,76,113,Bowling
14,M,182.7,54.8,13.5,76,123,Table Tennis
17,M,181,81.5,17.9,76,112,Hiking
58,F,150.5,66.1,37.9,76,102,Tai Bo
55,M,162.3,69.8,22.8,76,115,Rock Climbing
24,F,158.9,46.26,26.7,76,95,Weightlifting
53,F,160.5,63.02,29.1,76,114,Horseback Riding
57,F,146.7,46.9,31.4,76,84,Bicycle Riding
18,M,163,60.5,14.4,76,89,Dodgeball
23,M,186.6,68.7,12.6,76,102,Football
27,M,177,87.7,21.3,76,114,Walking
24,M,180.4,83.6,16.5,75,112,Jogging
23,F,164,61.6,35,75,156,Treadmill Running
18,M,178.9,95.1,25,75,106,Cycling
33,F,176.2,75.9,35.9,75,116,Swimming
18,M,175.8,73.7,12.9,75,113,Dancing
47,F,165.8,77.7,26.1,75,92,Aerobics
20,F,167.1,71.8,35,75,127,Gymnastics
30,M,172.1,73.7,23.5,75,111,Pilates
24,F,159.6,53.6,28.6,75,128,Yoga
21,F,166.3,64.4,27.8,75,123,Golf
56,M,165,54.4,11.8,75,102,Bowling
60,M,172.6,75.6,27,75,102,Table Tennis
61,M,159.9,51.9,13.2,75,93,Hiking
60,M,173.8,96,34.7,75,90,Tai Bo
18,M,169.7,63.8,11.2,75,109,Rock Climbing
58,F,151.7,50.9,37.5,75,102,Weightlifting
59,M,174,79.1,24.7,75,114,Horseback Riding
45,F,160.3,63.6,33.5,74,112,Bicycle Riding
59,M,174,69.5,23.8,74,102,Dodgeball
63,F,152,51.7,36,74,108,Football
25,F,167.9,50.4,22.7,74,119,Walking
46,F,163.2,49.1,17.6,74,98,Jogging
50,F,155.7,56.5,27.1,74,98,Treadmill Running
56,M,164.2,68.7,31.8,74,96,Cycling
40,F,160.2,60.1,32.9,74,127,Swimming
22,M,173.7,77.9,17.7,74,90,Dancing
61,F,161.6,72.3,,74,140,Aerobics
40,M,185.3,98.7,22.6,74,104,Gymnastics
43,F,168.4,65.9,31.5,74,109,Pilates
42,M,178.1,81.1,23.7,74,95,Yoga
22,F,156.8,57.2,25.7,74,100,Golf
24,F,173.7,80.9,32.4,74,99,Bowling
30,M,178.9,68.5,12.8,74,125,Table Tennis
40,M,177.8,86.9,24.5,74,104,Hiking
62,M,164.8,70.6,28.7,73,96,Tai Bo
29,M,176.5,64.1,10.5,73,98,Rock Climbing
17,M,169,71.9,19.3,73,110,Weightlifting
20,F,172.7,74.4,33,73,129,Horseback Riding
54,F,158.2,68.9,36.3,73,122,Bicycle Riding
21,F,157.7,50.2,19.7,73,106,Dodgeball
64,M,165.1,68.1,24.2,73,91,Football
28,M,174,79.6,23.7,73,106,Walking
53,F,157,69.5,45.6,73,168,Jogging
19,M,175.3,70.9,21.1,73,101,Treadmill Running
18,M,173.6,66,15.2,73,119,Cycling
31,F,163,53,30.8,72,108,Swimming
24,F,169.9,57,26.4,72,103,Dancing
44,M,171.7,82.6,31.5,72,104,Aerobics
22,F,162.3,61.4,28.1,72,121,Gymnastics
17,M,175.2,85.34,28.5,72,93,Pilates
58,F,157.1,58.6,31.5,72,99,Yoga
49,F,164.9,59.7,25.6,72,109,Golf
18,M,171.8,63.9,16,72,97,Bowling
18,M,176.2,100,26.3,72,107,Table Tennis
16,M,166.8,72.7,16.8,72,108,Hiking
62,M,168.6,70.7,28.7,72,112,Tai Bo
46,F,156.2,49.5,28,72,123,Rock Climbing
21,F,165.4,68.4,34.7,71,129,Weightlifting
18,M,174,72.9,12.7,71,96,Horseback Riding
26,M,153.6,66.7,27.7,71,124,Bicycle Riding
23,M,175,70.9,18.4,71,104,Dodgeball
46,M,179.6,83.7,27.2,71,94,Football
36,F,157.4,77.9,51,71,109,Walking
56,F,155.4,44.8,25.6,71,105,Jogging
29,M,180.6,78.9,19.5,71,110,Treadmill Running
61,M,169.8,71.3,21.5,70,115,Cycling
53,F,163.6,63.2,31.4,70,104,Swimming
53,F,162.5,52.4,21.1,70,126,Dancing
23,M,181.5,73.2,4.4,70,99,Aerobics
18,M,170.3,87.3,33.7,70,129,Gymnastics
50,F,152.6,57.6,37,70,107,Pilates
14,M,181.2,85.8,20.9,70,105,Yoga
22,M,181.1,83.8,26,70,107,Golf
61,F,156.4,60.8,30.8,70,105,Bowling
40,M,157.2,68.7,35,70,99,Table Tennis
48,F,157.7,59.8,33.1,70,102,Hiking
26,M,165.3,64.1,18.8,69,87,Tai Bo
25,F,169.5,61.7,36.8,69,124,Rock Climbing
61,M,162.8,66.8,22.7,69,102,Weightlifting
18,M,183.7,78.6,12.5,69,114,Horseback Riding
60,M,172,75.9,26.9,69,94,Bicycle Riding
24,F,168.1,55.3,25.7,69,105,Dodgeball
62,F,152.5,54.7,27.7,69,89,Football
26,F,164.9,65.3,36.6,68,115,Walking
45,F,152,51.2,34.3,68,94,Jogging
18,M,184.5,86.7,23.3,68,100,Treadmill Running
56,F,160.1,51.7,29.8,68,114,Cycling
57,F,155.6,61.3,35.1,68,91,Swimming
37,M,180.7,84,19.7,68,104,Dancing
18,M,178,73.4,17.3,68,90,Aerobics
61,M,167.3,66.9,25.6,68,101,Gymnastics
30,F,161.4,69.6,38,68,55,Pilates
30,M,165.9,71.8,15.9,68,97,Yoga
49,F,157.8,49.8,22.1,68,105,Golf
19,M,177.4,82.5,19.6,67,102,Bowling
48,F,159.9,56.5,32.6,67,116,Table Tennis
61,M,175.1,73.2,15.2,67,84,Hiking
25,F,166,49.5,28.5,66,120,Tai Bo
52,F,159.5,72.3,37.4,66,96,Rock Climbing
56,M,171.2,88.8,32.6,66,89,Weightlifting
33,M,174.7,83.3,25.1,66,91,Horseback Riding
63,F,148.3,54.6,35.5,65,96,Bicycle Riding
54,F,158.4,55.3,27.3,65,105,Dodgeball
54,M,175.5,59.4,16.8,65,96,Football
41,M,165.3,68.4,25.1,65,94,Walking
61,F,155.7,59.5,39,65,106,Jogging
58,M,172.5,71.9,23.4,65,93,Treadmill Running
60,F,161.9,62.3,31.9,65,104,Cycling
59,F,150.3,53.5,33,65,94,Swimming
42,F,165.1,52,31,65,84,Dancing
15,M,186.4,58.6,8.5,64,111,Aerobics
18,F,161.5,48.1,26.7,63,125,Gymnastics
52,F,161.2,56.5,28.3,63,88,Pilates
25,F,161.6,50.4,22.5,63,85,Yoga
18,M,178.2,75.8,12.2,63,97,Golf
38,M,175.1,90.3,21.3,63,90,Bowling
17,M,169.7,75.7,20.1,63,108,Table Tennis
35,F,156.8,58.4,39.1,62,54,Hiking
19,M,168,69.8,24,61,99,Tai Bo
31,M,172.8,75.1,23.9,61,80,Rock Climbing
61,F,158.9,58.3,25.4,61,99,Weightlifting
63,M,162,67.5,28.6,60,86,Horseback Riding
54,F,150,41,23.1,60,82,Bicycle Riding
51,M,168.8,54.5,16.7,60,88,Dodgeball
63,F,162.9,57,31.3,60,80,Football
23,F,163.8,53,27.6,60,78,Walking
23,F,163.3,43.8,8.9,58,95,Jogging
18,M,181.3,84.4,18.4,58,89,Treadmill Running
64,M,165.5,57.7,12,57,93,Cycling
18,M,184.6,89.8,20.2,56,107,Swimming
64,M,179.2,84.9,21.7,55,86,Dancing
50,F,157.1,44.34,12.9,55,77,Aerobics
31,M,167.7,70.8,20.5,52,102,Gymnastics
50,M,178.5,92.2,25.4,52,89,Pilates
61,M,169.1,68.3,21.1,144,139,Yoga
24,F,169.4,46.4,19.3,128,144,Golf
20,M,175.5,67.3,16.6,128,126,Bowling
18,M,177.3,67.5,23.2,128,159,Table Tennis
23,M,176,59.1,13.6,127,150,Hiking
18,M,174.8,78.2,23.6,126,139,Tai Bo
18,M,176.1,73.1,13.2,122,146,Rock Climbing
60,M,170.8,77.5,27,121,147,Weightlifting
18,M,175.2,82.6,27.8,120,140,Horseback Riding
18,F,170,58.8,31.3,119,167,Bicycle Riding
28,F,163.8,67.6,43.3,118,161,Dodgeball
18,M,174.2,91.5,29.7,118,136,Football
18,M,177.8,55.9,6.5,117,128,Walking
49,F,162.3,51.2,25.9,117,139,Jogging
22,M,169.8,58.4,20.7,115,125,Treadmill Running
18,M,178.2,62.4,15.2,115,140,Cycling
61,M,166.6,69,22.9,115,147,Swimming
17,M,173.7,70.8,13.3,115,114,Dancing
58,M,174.9,63.6,21.1,114,121,Aerobics
19,M,170.6,65.9,17.4,114,129,Gymnastics
42,M,169.5,73.7,22.6,114,119,Pilates
18,M,174.8,90.1,29.6,114,140,Yoga
22,F,167.8,47.2,20.6,113,152,Golf
18,M,167.9,63.4,18.8,113,129,Bowling
64,M,163.2,64.6,27.4,111,120,Table Tennis
48,F,163.2,58.1,23.7,111,148,Hiking
19,M,179.5,81.1,22.7,110,137,Tai Bo
24,F,161.4,48.9,23.5,110,118,Rock Climbing
19,M,171.4,55.9,17.3,110,134,Weightlifting
42,M,171.2,63.6,23.5,110,135,Horseback Riding
18,M,167.7,59.5,6,110,132,Bicycle Riding
18,M,181.1,98,31.7,109,128,Dodgeball
18,M,172.7,72,21.1,109,124,Football
15,M,187.1,74.6,9.6,109,118,Walking
17,M,170,84.5,23.1,109,118,Jogging
18,M,174.6,58.9,11.7,109,124,Treadmill Running
19,M,162.1,65.9,19.8,109,114,Cycling
41,F,153.5,61.4,41.2,108,140,Swimming
64,F,148.4,51,33.1,108,127,Dancing
18,M,177.1,71.9,19.5,108,131,Aerobics
18,F,170.3,98.2,41.3,108,140,Gymnastics
30,M,168.1,75.9,19.6,108,133,Pilates
22,M,172.1,73.5,15.1,107,129,Yoga
14,M,172.1,52.8,11.7,107,98,Golf
20,M,170.9,66.7,12.5,107,115,Bowling
61,F,154.3,50.7,24.2,106,116,Table Tennis
18,M,174.6,78.8,24.1,106,138,Hiking
